age,income,purchase_amount,satisfaction_score
32,25106,8261,5
35,40361,13295,6
36,27798,9372,6
26,11542,4259,5
32,5919,1953,5
29,17963,6704,4
23,42668,15305,4
36,29461,11073,5
28,6503,2177,6
29,39155,13088,6
26,7381,2344,5
30,31504,8111,5
36,49225,17598,5
38,43993,15629,5
33,32926,11345,4
29,34244,11041,5
21,13092,5360,5
29,16432,6411,4
31,27707,8940,6
27,26665,7789,4
28,9810,3444,4
18,37476,13879,5
28,47883,17682,5
30,9664,4168,4
24,19152,6545,3
32,9103,2835,6
29,38729,11219,5
25,32972,11729,5
37,47575,12777,5
36,5296,2117,5
32,37530,14716,7
25,21886,6639,4
34,37631,12535,4
25,16426,7649,6
40,17347,7222,6
32,21856,8219,3
30,8047,2607,5
34,24497,7210,6
34,45370,14606,3
31,15685,5109,6
30,46397,12980,5
25,11139,4486,6
27,27373,9041,4
33,44769,12633,4
30,18473,6795,4
39,24682,8586,5
40,27256,9765,5
29,43682,16598,4
31,15796,5653,6
26,29587,7848,4
38,24750,10437,6
25,15711,6142,5
24,40877,14673,6
27,23576,6650,5
26,29507,11802,5
30,43397,16506,4
26,16486,6048,5
26,37232,9405,5
33,25281,9626,6
28,6493,2335,4
39,16937,7177,5
33,18096,5914,6
33,23430,7216,6
29,8099,2648,5
30,29011,9200,6
22,42996,16194,6
19,38789,13033,6
25,13886,5581,7
25,43747,15408,6
30,46057,20217,5
21,8969,3679,5
28,34686,10605,4
32,9165,2681,6
31,33827,9889,5
32,35377,13723,6
38,39962,14449,4
29,12223,3503,6
26,12704,4640,5
35,42183,17577,3
27,37346,11419,5
20,31921,9979,5
25,48437,20729,4
28,27532,6179,5
30,28824,8966,6
28,11335,4955,5
24,8301,3326,5
35,49341,21559,5
30,47740,14226,5
34,34408,11220,4
24,24542,10992,6
33,13227,4548,4
31,19228,6419,5
33,43888,16959,6
31,38967,13982,5
33,39816,13772,5
26,6074,2047,6
27,20357,6833,6
32,24892,8660,4
36,42979,15154,5
29,15118,4430,7
34,29384,9019,5
39,19739,6356,4
27,11473,4106,4
31,23782,8887,6
35,11969,4432,6
37,27708,7490,4
29,7058,2371,6
25,48339,17976,6
28,21140,8089,5
26,21018,9375,6
25,44204,12420,5
29,45780,17700,6
34,20024,6392,6
30,45434,20594,5
30,44421,14949,4
28,34682,9914,5
26,15572,5401,5
36,11797,3615,6
30,48649,15970,5
29,21035,6822,4
23,28119,8770,5
31,37069,17108,5
32,29390,11721,5
23,16573,6352,5
25,45630,17050,5
27,17616,6939,4
30,15694,6368,6
25,29155,8516,6
31,21332,8213,5
37,35307,13155,7
23,12965,3599,6
20,20212,9315,5
35,22376,8358,5
28,35145,14954,5
39,21177,6780,5
28,40483,14244,5
27,35743,13625,4
28,29151,11335,5
28,31777,11259,4
29,31918,9508,6
27,8676,2613,5
36,10219,3184,5
31,17529,5039,4
40,29421,9959,6
27,42428,15817,6
35,8393,2739,5
29,13972,4632,5
34,48709,17692,6
30,40433,15378,5
32,13197,4618,6
30,30291,13069,6
35,42164,17429,5
24,48841,16832,4
32,36356,10789,5
42,40788,13416,5
30,14351,5516,3
35,11542,4110,5
31,37101,13876,4
29,22926,7678,5
30,36622,15216,7
25,29741,10940,4
34,30444,11412,3
33,36315,12751,4
38,20664,7215,5
28,30797,12483,6
29,45364,11720,5
28,29811,13508,6
35,5534,1551,4
27,49861,19584,6
24,24278,9637,6
30,17744,5594,5
38,49195,18180,8
32,45799,19468,4
39,48909,17060,3
33,41174,17114,8
30,32454,12985,5
32,47801,18426,5
32,17810,5955,4
35,14685,4976,6
29,35111,15021,4
32,7567,3402,5
27,29739,11040,7
22,21795,6244,6
36,41065,10932,4
29,49881,17218,5
27,47398,14947,6
25,8911,3528,6
34,21020,6729,3
31,28267,11942,5
32,6073,1574,5
30,13203,4646,4
32,6130,2099,3
31,42849,14012,5
25,45240,15947,5
34,48129,14269,7
26,25484,8955,5
26,48663,20475,4
33,35097,14078,5
23,27783,11869,5
26,21499,7935,6
28,29677,8828,6
27,32105,14601,4
35,21144,8053,5
31,36673,14436,5
28,48487,17063,6
29,49266,20244,5
28,32040,10462,6
19,46391,11637,6
29,29752,8115,4
31,48948,20675,5
27,9606,3178,5
25,12190,4465,4
31,6588,2503,5
25,10072,3290,6
26,8602,2500,5
30,15996,5881,5
35,24684,10003,5
37,27800,12756,5
32,21182,7491,6
35,18747,7612,5
41,21163,7564,4
31,25081,11300,5
28,20964,7492,3
25,35959,8855,6
31,12654,4359,5
28,44571,16298,5
26,27956,10442,6
34,26789,8807,5
30,26910,12016,4
20,23497,9414,5
29,26406,8960,5
41,13773,5830,7
22,31660,10840,5
35,14100,4590,6
29,34406,9727,3
20,26315,9819,5
30,19285,6293,5
34,6438,2573,5
25,24801,10989,6
29,19361,5575,3
30,45630,14529,5
34,13619,4775,5
28,41284,12412,5
30,7906,2351,6
28,21743,8167,5
35,30474,11081,4
34,9564,3902,4
28,6024,1916,5
29,18719,6535,5
29,12384,4813,5
29,43005,13646,4
37,14226,4623,4
26,14234,5565,5
31,48044,18184,4
37,20610,6134,6
25,31005,10941,4
32,13466,4801,3
39,15285,5381,3
29,37768,11700,5
23,7704,2667,6
29,28513,9566,7
28,7050,2220,4
25,29271,11938,4
36,8768,2840,5
30,44261,16211,6
34,34200,10544,4
32,10840,3281,6
28,24095,7411,5
27,39538,13975,6
33,10063,3536,4
34,9718,3201,5
35,27311,9594,6
28,25663,7679,6
33,32160,12652,6
23,44742,12188,4
32,46431,18253,6
27,12301,4282,3
30,23573,9404,5
33,19336,7265,5
27,30682,12392,4
28,35726,12191,6
32,44526,12310,5
41,41704,15536,6
25,24705,7840,5
26,24276,7281,4
27,23395,8026,6
37,27188,8392,6
33,28470,10018,5
30,49560,14365,5
27,14408,4687,5
22,34434,8943,5
32,48152,18640,5
27,35496,7960,4
26,35383,9075,5
26,24849,7510,3
35,31533,10275,5
34,34761,11630,5
33,29260,8154,4
26,8229,2747,4
33,28858,8441,4
34,17175,5735,4
32,16199,5428,5
27,36046,8936,6
42,31612,7912,5
33,42109,13376,4
37,13334,5068,7
28,38699,13715,6
30,39609,12470,5
33,36981,10545,5
28,17783,5775,5
24,6129,1877,5
26,23898,8651,2
30,49083,15188,5
26,25253,6469,5
26,46239,14706,4
36,48506,16801,5
32,45925,14552,6
30,26470,8981,4
30,17546,5113,5
31,16221,5442,4
27,25161,7939,4
27,42147,15899,5
33,16385,6169,7
32,26387,8593,4
28,48454,20501,5
30,33229,12050,6
33,19348,5267,5
36,6869,2398,4
33,38938,12746,5
27,35639,11806,7
34,26380,9650,5
27,33207,12331,4
32,46952,18924,5
34,31496,13704,5
37,14241,4880,4
36,41073,10594,5
36,28901,10461,6
28,5754,2117,3
32,33028,9991,5
36,5697,2675,4
30,36337,13354,4
29,28163,9579,4
26,44002,12978,7
25,20424,5814,4
32,32202,13431,4
23,35232,13053,5
30,35431,10784,5
31,18062,7037,4
25,8671,3006,4
32,39891,12641,3
25,43648,13283,6
29,27673,8137,4
32,14653,4299,5
32,44419,13594,5
37,14054,5417,5
23,27532,8695,6
34,42054,15103,4
27,11008,3555,5
26,13141,5042,6
35,7445,3173,6
26,10054,3075,5
31,45053,18338,3
25,38007,13071,5
31,41528,13632,5
38,10939,4339,6
28,29041,10532,5
32,30393,12243,4
26,7668,2603,6
24,39359,13217,5
30,24146,7339,6
29,6612,2713,5
36,49676,15886,7
26,33561,12132,5
33,43051,17208,7
27,9414,2862,5
26,37949,12934,5
25,17344,6440,5
29,6780,2065,4
35,40131,14324,6
30,46715,18342,7
28,16879,6196,4
23,33152,12077,4
31,12011,5203,4
32,19834,7646,5
31,10102,3770,6
31,19424,6879,4
28,33774,12846,5
29,20059,6731,5
33,30732,9867,5
37,40453,14793,3
27,31092,8985,4
27,40793,14216,5
29,29817,9893,5
25,7220,2513,4
28,33498,10385,4
23,46455,14699,5
26,12379,3609,6
25,34907,13147,4
26,33569,12426,6
38,48519,18086,4
30,35909,11750,7
24,27565,10227,5
35,30783,10247,6
29,36825,12583,2
28,41034,10496,5
32,5243,1868,5
34,13867,6208,5
24,48771,11703,3
25,26304,10259,5
27,47517,15316,3
28,5446,2178,4
23,28585,11726,6
35,49617,18044,3
34,7873,3554,5
25,39130,14564,5
38,12521,5725,6
34,17592,5680,6
34,22731,8638,7
30,11905,4907,6
36,5489,2392,4
32,39494,10817,6
29,24059,11158,5
28,48423,16568,6
25,48131,17216,7
44,28453,7996,4
19,24137,8105,5
33,34324,13492,6
26,14427,4249,5
40,17251,6555,5
32,22054,7758,4
35,13913,4950,4
33,39361,16262,5
19,15190,6259,5
25,20484,6638,5
33,29918,7531,5
26,26971,8541,6
26,20333,6907,7
30,43421,15718,5
22,49235,22834,5
32,47757,15869,4
31,10631,5205,4
33,38536,12481,4
26,23776,7571,5
26,16262,5512,4
28,38441,12983,5
37,17820,5604,5
34,20432,8614,4
32,34631,12151,4
30,45960,13302,5
32,36992,18680,4
31,8983,2677,6
30,24084,9613,6
31,26396,7064,6
41,35072,9574,5
30,27920,9474,3
26,42868,14867,6
37,10466,3630,5
24,28969,8932,5
27,19418,6157,2
26,16579,6478,2
31,19474,6717,5
30,47424,19066,6
30,23479,10085,3
28,45915,17511,5
32,43197,14309,4
33,32276,12793,6
25,42352,15922,6
25,17498,6858,6
26,19571,6775,6
31,12481,3870,5
29,13707,5201,5
23,7795,2657,6
26,23296,7365,4
30,28427,10548,5
30,18978,7602,5
37,7888,2409,5
27,6451,2326,5
32,43437,12586,5
27,29559,8108,6
34,6384,2417,4
32,36879,13124,5
34,6613,2101,4
36,19738,6703,5
30,18283,7218,3
31,35866,10550,6
28,40061,15308,5
28,31725,9265,3
27,22887,5784,6
26,31828,13192,6
32,22000,5252,6
21,32288,10572,7
32,9173,3236,6
22,35786,9228,3
39,36601,14023,5
34,22766,7455,5
33,27516,12325,3
27,46619,13404,3
28,11664,3613,5
29,22057,7397,5
28,27466,12125,5
24,19253,5986,5
31,22623,8347,4
35,39071,13767,6
27,46952,16638,5
24,27023,9748,4
33,47508,18829,5
27,35271,15648,6
29,29075,11787,7
32,9015,3730,4
33,15091,6613,5
31,22387,7147,4
25,16370,5516,4
28,30702,7959,6
22,46252,15984,4
22,40861,15146,6
28,44882,13888,4
36,33176,11495,6
32,16146,7378,4
39,34231,13079,4
33,31463,9532,4
22,5856,2055,5
26,23357,7274,5
39,21563,7528,6
29,8514,2886,6
31,30885,10837,4
30,25175,9559,6
30,5202,1872,5
26,10080,3337,5
33,28423,9103,7
29,28411,9906,6
37,25576,8229,3
28,32648,10029,7
38,17738,6554,6
29,47406,18910,6
26,9808,4301,5
31,22501,8595,5
37,36606,9255,6
31,40911,12659,4
26,42749,15765,5
28,14544,4801,5
31,9974,3798,6
31,41608,14633,5
35,19157,5827,6
27,30531,11367,5
30,39810,13253,5
27,35702,12695,4
44,5520,1730,7
31,10743,3546,6
25,5492,1866,6
22,35922,10997,5
36,29424,11614,5
35,25641,8760,4
26,10745,3214,7
32,35160,12681,5
30,44335,18298,5
28,5246,2071,6
26,7304,2234,5
34,22322,5934,5
26,30331,10626,4
25,13734,4399,5
30,23659,6654,4
28,20015,8252,5
38,26794,7591,4
30,9360,3522,5
33,25314,9430,5
37,39884,10824,4
36,38666,11872,5
28,36395,13213,4
24,44417,18000,5
29,49964,19700,5
36,17144,5757,6
19,20979,7718,5
36,40970,15194,4
32,48473,21125,5
29,47779,18486,5
31,39023,11282,6
21,14975,4949,6
27,13207,5909,5
38,28870,9883,6
29,12234,4075,3
24,9331,4189,6
27,40062,19473,4
27,13604,5592,5
33,32923,13289,7
33,8293,2505,5
28,9100,4055,3
24,10926,3861,3
36,16656,4178,6
28,12342,3914,6
33,9380,2921,6
32,48751,20473,3
26,36389,9633,6
28,35975,12752,3
31,46286,15355,4
28,43953,16465,5
28,20299,7016,5
31,40983,13593,5
38,31461,10590,5
34,36034,10778,6
31,9927,3579,3
30,20583,6564,5
36,34873,12960,5
33,28405,8564,6
24,42411,11799,8
28,25750,8925,6
34,9103,3220,7
39,25995,8215,5
31,23994,7288,5
33,38391,14035,4
31,37038,11694,7
32,44801,17191,4
28,9455,3782,5
35,8025,2520,4
30,40633,13514,5
26,12761,5319,5
34,38603,13732,5
26,40381,14102,5
27,18385,5529,5
24,10461,3419,6
24,36856,13854,6
32,27376,10933,5
33,49683,16529,4
28,8896,2637,5
32,29777,10052,3
33,29904,10636,4
27,45843,14008,4
34,32076,8834,6
35,10732,2629,6
24,32460,12147,6
36,46030,17581,5
34,12546,4953,6
29,15423,5279,4
34,41008,15880,5
23,9118,2753,4
25,46021,16931,4
35,46663,13646,5
36,17642,5644,5
24,24259,9437,4
29,24650,9980,5
34,17811,5433,6
28,17770,6438,4
23,9401,2617,5
29,10928,3861,4
25,46596,19247,6
36,32379,10741,4
21,8427,4029,5
34,7931,2352,6
27,18558,7169,7
28,36076,12384,5
36,16858,4303,5
39,7097,1944,5
37,30849,9946,6
29,21283,5881,4
37,30774,10583,5
34,30271,12016,4
28,30453,9061,4
27,17013,3898,7
28,14895,4644,4
37,35230,14490,7
28,19541,7008,5
28,16668,7797,5
37,27799,10347,5
32,49483,18547,5
33,32771,10795,7
30,31443,11957,5
29,13055,4009,5
31,37923,11156,6
28,38963,14166,7
27,49527,19323,7
30,43879,20126,4
31,32922,8609,4
32,30055,12447,6
37,36439,10011,5
28,38705,9708,5
36,47801,19503,5
31,10123,3431,6
33,17234,5044,5
26,34983,11615,4
31,25281,8756,6
31,47103,14039,4
28,21186,7885,5
35,15953,5193,7
32,39214,16775,5
28,10496,4583,4
25,7989,2471,5
30,14536,5623,3
39,10708,2693,6
36,34477,12438,5
29,6333,2346,5
27,45347,16474,4
32,36782,12620,4
30,40306,12710,6
36,49592,17189,6
34,30370,11584,5
27,41132,15486,8
24,38989,12394,6
27,15098,4919,5
24,8679,2695,7
32,17692,7072,4
22,13827,4413,4
28,44898,13489,7
31,46410,15545,4
31,39457,12975,5
25,39692,13217,5
32,21691,6952,3
32,33480,10688,5
31,11689,4455,2
33,36655,12378,5
29,35632,13413,5
33,23394,5628,7
32,18645,5505,4
21,32736,12407,5
26,46042,14493,6
26,28671,11897,5
25,15124,7130,4
28,7214,2141,4
20,48854,18335,5
32,15169,4914,4
30,23325,8408,6
24,14955,2871,6
31,27299,13710,4
29,24929,10342,5
31,45464,14319,6
38,43912,15260,4
31,8850,2973,4
29,17923,6210,5
34,44656,13535,5
29,39513,14611,5
34,15603,4609,4
33,23480,8565,6
27,43265,15102,6
24,30098,10114,7
29,13667,5539,4
31,21102,7650,5
30,49416,17073,4
32,8327,1895,5
36,23698,8626,5
38,25977,8134,7
30,40122,15301,3
33,30344,11663,4
34,29049,7485,5
28,38991,12541,4
36,30463,5311,5
25,19490,6307,4
34,12167,4055,6
39,19720,6842,5
31,14517,5079,3
38,32698,9484,7
28,40085,12665,4
24,9840,2860,4
34,8907,3241,6
35,14259,4695,5
31,13288,4886,5
29,16459,6587,4
34,27373,8377,5
40,20765,6735,5
30,34150,16421,6
24,23695,7495,4
19,12753,3092,6
27,31149,10808,5
30,43721,18638,6
34,45649,20488,3
31,30941,9932,6
27,48824,15148,6
38,40446,14623,5
30,20536,5784,6
30,11751,4171,6
30,28270,9440,5
31,15968,5532,3
32,15027,5871,6
39,35284,13883,4
29,40487,12919,7
27,48565,10925,5
35,35789,12493,6
29,8793,3502,5
28,13881,5927,5
33,10268,4074,5
26,24628,7159,5
31,35774,14586,5
31,33199,13317,4
32,49397,17505,6
31,22165,9044,6
26,34979,14481,6
28,22801,6511,5
29,9582,3393,4
28,26326,6163,5
30,30168,7403,3
35,37865,13598,6
37,19732,5482,6
33,7048,2198,6
30,10050,2191,2
31,22846,6869,5
37,34234,13454,6
25,25913,6872,5
29,35720,9975,5
25,6905,2792,4
35,39275,10735,4
28,37297,10120,6
33,17581,6866,5
22,28633,8301,6
32,20986,7346,5
36,14291,4251,6
28,12884,3937,6
30,42735,15942,6
32,28048,9115,4
23,48989,20139,5
31,9475,2960,4
35,31165,11364,4
34,16765,5938,5
35,31475,9281,4
29,43208,14977,7
36,26450,10114,5
34,31229,9937,4
36,31897,11539,3
35,6474,2453,4
32,21528,8530,5
24,28449,11117,6
24,17738,5458,5
22,17850,6174,5
31,20889,7428,6
26,7964,2983,5
39,7737,2660,5
23,19184,8798,4
32,19267,5380,7
22,35011,13568,6
30,48463,17614,4
30,8498,2682,5
32,21357,5697,5
34,30561,11014,5
27,6341,1936,4
38,18036,7356,4
24,34898,10721,5
33,22174,7208,5
22,12298,4166,5
24,43173,14797,5
32,21094,6874,7
26,25370,10067,5
29,45970,17197,5
27,32844,9450,6
29,11386,4285,6
22,28873,10742,5
26,43764,15085,6
29,35739,13617,3
24,38496,14313,3
34,22836,9594,5
34,48063,15393,6
36,40510,10656,4
26,27481,10001,5
24,19170,7828,5
30,22240,7532,5
41,19684,8303,6
29,28488,11265,3
31,19581,7888,6
34,24210,8418,5
28,33850,11236,5
26,20143,7753,5
37,44154,15477,7
28,29770,10962,5
36,14695,5707,5
28,27921,8086,5
32,42308,17972,4
33,12266,3961,3
33,13719,5542,5
30,13314,3573,5
32,33435,12061,4
33,25597,8108,5
24,25350,8126,4
43,45585,17934,5
25,26612,11188,4
31,23813,8675,3
34,38830,11383,6
33,9072,3108,3
29,26919,10413,6
30,9734,3518,5
32,23687,8567,5
26,27761,10288,6
21,44970,14738,5
27,28504,7743,4
32,19486,7389,5
31,46635,18842,5
37,33027,11190,5
30,32453,9374,4
35,5895,1872,4
26,30144,11635,6
28,30816,11162,5
33,43921,15812,6
25,8672,3313,4
30,20058,5914,6
26,49631,18025,4
28,20368,7892,6
27,27710,8175,6
27,37688,9580,5
21,15063,6157,5
22,19752,7583,3
28,27870,10331,5
33,18217,6469,5
32,12117,4453,6
23,6362,1868,5
32,24925,8202,4
31,25732,9670,5
28,11522,2794,4
29,5142,1922,4
32,17561,6366,7
28,19682,6098,4
31,34044,11861,5
33,7106,2859,4
34,35906,10167,5
39,29858,9284,5
34,42767,16309,6
34,47714,19488,6
23,32679,12315,6
30,31671,11028,6
29,32519,13287,5
27,25996,9339,6
29,8123,2640,5
27,18165,5730,5
34,28344,10234,8
28,35551,12719,4
35,37774,16726,4
27,35875,11373,6
33,21975,8520,3
25,33428,12227,5
39,12093,3726,5
33,31629,8889,6
35,32962,7585,5
25,10272,3245,6
25,49526,20897,5
32,13462,4955,6
36,31130,12119,4
23,19603,5973,4
36,45024,15659,3
30,47879,17085,5
38,22764,6891,5
28,12134,4086,6
29,40028,15635,5
36,36312,12976,4
39,44434,15069,7
34,34066,9048,4
33,46501,13901,3
24,40016,13471,5
32,42645,14092,5
30,6388,2058,5
34,46893,19692,3
28,27860,9700,7
28,42479,14417,4
28,5064,1984,3
27,32732,13402,6
30,38615,14044,5
22,33267,12047,4
24,5985,2077,5
29,12819,4155,5
26,49799,20010,4
27,9326,2846,4
32,14007,4166,5
26,40585,15083,5
30,30426,11250,5
32,33672,13539,5
26,11500,3746,6
27,47640,13164,5
34,49417,16322,7
28,9394,2779,5
26,23087,7290,4
34,13693,5999,5
31,13217,3988,5
37,9973,2326,2
33,17748,6692,3
26,19622,6609,5
27,34420,12346,5
33,11571,3696,5
34,43631,18374,5
30,36424,13515,5
25,49699,15362,8
25,40370,13662,6
31,10187,3371,6
30,9962,3988,4
34,46098,18177,5
26,18419,6437,4
38,16158,5387,3
27,5335,1657,6
27,40237,12193,6
24,46419,10845,5
29,48986,14013,5
32,40795,12781,4
28,25515,10092,6
23,44323,12210,5
35,40632,13849,4
31,31077,12894,5
34,7743,2943,5
27,5995,1941,5
38,44568,14517,6
32,39029,13579,4
31,44704,8747,5
23,41593,13832,5
36,11089,4171,4
19,43016,13584,6
26,42730,17418,5
29,45547,17038,7
30,33349,10452,6
29,33606,13202,6
30,21266,7371,4
41,18746,5803,5
34,37327,11835,6
30,20160,5774,4
30,13445,4782,5
37,30788,11314,5
25,31197,13804,5
23,14108,5421,5
33,23388,7717,4
27,10364,2765,5
29,34675,12618,4
32,47441,18362,4
26,21935,8005,7
25,25447,9599,4
30,22105,8283,4
40,11331,4210,6
19,13734,4814,6
38,30432,12243,6
31,47389,17308,7
25,40636,14316,4
34,43058,15025,6
26,8835,3672,6
20,32524,9947,5
31,11041,4733,4
34,42029,17086,6
26,39280,13821,4
38,44673,18081,5
27,24558,9525,5
29,7609,2912,6
36,39512,12936,7
28,48862,17461,6
34,49540,17329,6
24,19320,6594,5
28,37828,14377,5
24,11826,4517,2
36,47042,19851,4
33,44306,11253,4
34,19159,7290,4
29,34430,13163,5
30,39792,14831,6
28,21696,8316,4
28,29407,9086,5
30,17977,5946,5
25,34836,16304,5
34,10295,2773,5
29,8648,1998,5
27,5553,2330,5
35,42745,13380,5
37,21205,6807,4
30,46126,13711,5
26,39055,13012,5
23,12425,5333,4
24,31526,10479,5
19,41386,14223,4
28,10248,3024,7
22,44836,14940,3
32,43676,8166,5
23,40958,13358,5
32,13034,3756,6
28,42854,13072,7
28,15631,6694,3
31,37757,16648,6
33,29757,11158,5
31,34879,16129,3
29,38426,10382,3
34,16021,6379,5
33,19030,6524,5
34,26314,7716,5
30,32006,11876,5
24,31862,10605,5
25,44168,13787,4
24,13989,5542,4
23,38159,14105,6
33,20100,6220,7
25,39833,15112,6
21,27095,9786,3
30,20106,7071,4
29,24003,7829,5
32,42895,15991,5
33,27553,8727,5
29,48429,15777,5
30,37192,13176,6
31,12981,4957,5
33,12450,5282,4
33,46685,17456,6
28,17347,5579,5
29,29453,8355,4
23,43403,14974,4
34,14630,5174,5
30,6156,2393,4
33,32404,9480,7
30,21881,6931,3
38,16403,6377,7
35,26437,8486,4
23,44613,14675,4
39,18079,5931,6
26,45575,19459,5
18,6075,2208,6
25,33572,8778,6
39,18134,6230,5
37,17465,5908,4
28,35360,12002,5
27,49364,19287,5
20,37328,15897,4
30,35965,10018,5
36,36853,11962,5
32,37487,16148,5
26,27463,7553,3
26,40959,15326,5
24,48178,15945,5
26,29125,9834,5
24,11064,3776,5
32,49549,14085,6
28,31984,11484,4
33,42975,15283,5
34,9410,3707,5
25,34299,10259,6
28,16103,5357,3
38,34601,12454,6
22,13376,4928,4
31,29576,10261,6
34,16576,6107,7
35,9942,4408,5
33,34200,11653,5
29,34231,14662,5
24,21576,6478,7
32,29539,12689,6
32,26975,8675,5
29,35252,14194,4
32,20044,6995,6
32,40923,15136,5
33,27962,7321,7
36,28601,10007,4
31,14845,6366,5
25,45257,14937,5
38,44693,13490,6
27,28949,10745,7
29,26421,9471,5
25,9184,2853,5
29,22938,6440,6
30,41343,14096,4
32,26454,8130,5
32,9928,3354,5
34,26436,11048,5
33,28986,10595,5
21,42606,16139,4
28,19608,7280,4
21,37462,14618,6
22,28451,12301,6
30,43760,15723,5
28,33764,11754,3
29,38149,15303,4
26,18073,6678,5
22,31494,13048,4
23,15176,4578,4
28,36863,9488,5
28,24735,8756,6
35,33361,11522,5
30,33512,10734,3
31,24566,7960,5
34,37471,9992,4
31,27124,8902,5
33,47661,11716,5
25,43762,12356,6
41,26206,8461,8
33,35302,12818,5
33,41321,16642,5
24,35499,12836,4
22,14560,5688,5
33,18963,6273,5
26,42826,16925,6
29,13434,3588,5
33,32649,10328,5
39,15964,4887,6
27,16659,5731,4
31,8211,3590,6
30,22180,5670,6
30,29162,10787,7
35,34351,11840,4
35,30571,8509,4
33,42448,17558,6
30,33343,11752,6
30,15442,4895,5
30,35761,11760,4
31,5543,2136,5
30,25791,10254,5
42,39576,14558,5
39,49945,16900,4
33,28065,7278,3
36,42585,10906,6
29,12220,3591,6
27,46213,16034,5
30,34743,13673,5
28,19517,8621,5
24,37983,12287,6
33,5964,2110,5
24,22392,7592,4
